"Book Name","Enhanced Typesetting Status","Conversion Status","Error Count","Quality Issue Count","Output File Path","Log File Path","Quality Report Path"
"The Kestrel Veil Incident","Supported","Success","0","0","C:\Users\gorfm\Documents\projects\solmare\Books\Book_01_The_Kestrel_Veil_Incident\Manuscript\KPF\The Kestrel Veil Incident.kpf","C:\Users\gorfm\Documents\projects\solmare\Books\Book_01_The_Kestrel_Veil_Incident\Manuscript\Logs\The Kestrel Veil Incident_log.csv",""
